contrast,.value,.lower,.upper,.width,.point,.interval
explicitIgnorance - factH,0.14441941416127632,-0.34835008630983666,0.6379632927361889,0.95,mean,hdi
explicitIgnorance - factL,0.861957492747797,0.39471829480498094,1.333577902217353,0.95,mean,hdi
factL - factH,-0.7175380785865207,-1.3959520412658721,-0.04942833734705351,0.95,mean,hdi
