contrast,.value,.lower,.upper,.width,.point,.interval
explicitIgnorance - factH,-0.05269497136170277,-0.5766269723046559,0.4529600630661649,0.95,mean,hdi
explicitIgnorance - factL,1.1857093032677208,0.7491074252949895,1.5788523425149763,0.95,mean,hdi
factL - factH,-1.2384042746294235,-1.7997269122291184,-0.6690973063980779,0.95,mean,hdi
