contrast,.value,.lower,.upper,.width,.point,.interval
explicitIgnorance - factH,0.5121598287844675,0.06306812436268304,0.953181948334898,0.95,mean,hdi
explicitIgnorance - factL,0.7035736254516508,0.2263589281201512,1.1930820962585635,0.95,mean,hdi
factL - factH,-0.19141379666718325,-0.7622782831034296,0.3583074827993547,0.95,mean,hdi
