contrast,.value,.lower,.upper,.width,.point,.interval
explicitIgnorance - factH,0.5613613244044783,0.00672172524877632,1.0981504495953822,0.95,mean,hdi
explicitIgnorance - factL,1.4702271177899844,1.001445796525971,1.9669850662528505,0.95,mean,hdi
factL - factH,-0.9088657933855061,-1.5300608249461334,-0.24908986045108744,0.95,mean,hdi
