contrast,.value,.lower,.upper,.width,.point,.interval
explicitIgnorance - factH,-0.09115460494743714,-0.5200922632947416,0.34088536231511474,0.95,mean,hdi
explicitIgnorance - factL,1.0819554689050386,0.6772300100953244,1.5040279646347257,0.95,mean,hdi
factL - factH,-1.1731100738524756,-1.7301374518053252,-0.6483802762002127,0.95,mean,hdi
