contrast,.value,.lower,.upper,.width,.point,.interval
explicitIgnorance - factH,-0.4668174262781047,-0.9141015588658831,-0.01336573516500997,0.95,mean,hdi
explicitIgnorance - factL,0.768427342094648,0.3466798624610429,1.1984495207250574,0.95,mean,hdi
factL - factH,-1.2352447683727528,-1.8019673792178597,-0.683644109309649,0.95,mean,hdi
