contrast,.value,.lower,.upper,.width,.point,.interval
explicitIgnorance - factH,-1.311940667252102,-1.7749877242852083,-0.9009759645266456,0.95,mean,hdi
explicitIgnorance - factL,0.17571165242874182,-0.19947548540368729,0.5781247382062445,0.95,mean,hdi
factL - factH,-1.4876523196808438,-2.021818799530029,-0.9715569508788998,0.95,mean,hdi
