contrast,.value,.lower,.upper,.width,.point,.interval
explicitIgnorance - factH,0.969151937061999,0.5140351237330276,1.4059486364083615,0.95,mean,hdi
explicitIgnorance - factL,1.462763519190193,1.018432276220952,1.9408886459962509,0.95,mean,hdi
factL - factH,-0.49361158212819406,-1.0786190846706378,0.06051560695497502,0.95,mean,hdi
