contrast,.value,.lower,.upper,.width,.point,.interval
explicitIgnorance - factH,0.5140096089689935,0.11479660982056296,0.9048534907670388,0.95,mean,hdi
explicitIgnorance - factL,1.622573304279027,1.0590478033607935,2.230708282660912,0.95,mean,hdi
factL - factH,-1.1085636953100335,-1.77199279821911,-0.4364014975764163,0.95,mean,hdi
