contrast,.value,.lower,.upper,.width,.point,.interval
explicitIgnorance - factH,-0.3889671213043714,-0.8404779520348696,0.05030030195282085,0.95,mean,hdi
explicitIgnorance - factL,0.8135926016562549,0.3005369375202892,1.3022102993086304,0.95,mean,hdi
factL - factH,-1.2025597229606264,-1.7913553390009083,-0.6161987168572196,0.95,mean,hdi
