contrast,.value,.lower,.upper,.width,.point,.interval
explicitIgnorance - factH,0.5927784274285384,0.1127022648146266,1.0202237670178214,0.95,mean,hdi
explicitIgnorance - factL,1.5536347204685224,1.0383638607684298,2.060499991849342,0.95,mean,hdi
factL - factH,-0.960856293039984,-1.5907076199176626,-0.35782388534628284,0.95,mean,hdi
