"TimeStamp","Label","Value","EventTime","Trigger","Condition","ID"
1591207108,"control",6,"1591206982951","continue","Support","Participant111"
1591207108,"control",4,"1591207003847","aware","SimplePs","Participant111"
1591207108,"experiment",4,"1591207024155","again","NoPsFirst","Participant111"
1591207108,"experiment",7,"1591207041785","find out","PsSecond","Participant111"
1591207108,"experiment",2,"1591207068353","stop","NoPsSecond","Participant111"
1591207108,"experiment",7,"1591207092674","happy","PsFirst","Participant111"
1591207117,"control",6,"1591206953608","aware","SimplePs","Participant112"
1591207117,"control",3,"1591206994270","continue","Support","Participant112"
1591207117,"experiment",5,"1591207029315","stop","NoPsSecond","Participant112"
1591207117,"experiment",7,"1591207058082","happy","PsFirst","Participant112"
1591207117,"experiment",7,"1591207078532","find out","PsSecond","Participant112"
1591207117,"experiment",7,"1591207103851","again","NoPsFirst","Participant112"
1591207117,"control",1,"1591207026302","stop","SimplePs","Participant113"
1591207117,"control",7,"1591207041428","find out","Support","Participant113"
1591207117,"experiment",5,"1591207059503","continue","NoPsFirst","Participant113"
1591207117,"experiment",7,"1591207076569","aware","NoPsSecond","Participant113"
1591207117,"experiment",7,"1591207088918","again","PsFirst","Participant113"
1591207117,"experiment",7,"1591207099944","happy","PsSecond","Participant113"
1591207122,"control",6,"1591206969565","stop","Support","Participant114"
1591207122,"control",2,"1591206990963","continue","SimplePs","Participant114"
1591207122,"experiment",5,"1591207015583","find out","PsFirst","Participant114"
1591207122,"experiment",2,"1591207040475","happy","NoPsSecond","Participant114"
1591207122,"experiment",1,"1591207078851","again","PsSecond","Participant114"
1591207122,"experiment",1,"1591207115893","aware","NoPsFirst","Participant114"
1591207130,"control",5,"1591206973643","again","SimplePs","Participant115"
1591207130,"control",2,"1591207003458","happy","Support","Participant115"
1591207130,"experiment",6,"1591207028360","aware","PsFirst","Participant115"
1591207130,"experiment",5,"1591207051499","stop","NoPsFirst","Participant115"
1591207130,"experiment",2,"1591207089520","continue","PsSecond","Participant115"
1591207130,"experiment",5,"1591207116794","find out","NoPsSecond","Participant115"
1591207148,"control",5,"1591206964985","again","Support","Participant116"
1591207148,"control",6,"1591206983455","find out","SimplePs","Participant116"
1591207148,"experiment",6,"1591207009967","stop","PsFirst","Participant116"
1591207148,"experiment",4,"1591207038368","happy","NoPsFirst","Participant116"
1591207148,"experiment",5,"1591207066814","continue","NoPsSecond","Participant116"
1591207148,"experiment",6,"1591207134690","aware","PsSecond","Participant116"
1591207148,"control",4,"1591207040063","find out","SimplePs","Participant117"
1591207148,"control",6,"1591207056887","again","Support","Participant117"
1591207148,"experiment",7,"1591207068234","aware","PsSecond","Participant117"
1591207148,"experiment",7,"1591207078429","continue","NoPsSecond","Participant117"
1591207148,"experiment",7,"1591207098979","stop","PsFirst","Participant117"
1591207148,"experiment",7,"1591207135229","happy","NoPsFirst","Participant117"
1591207198,"control",6,"1591207008023","again","SimplePs","Participant118"
1591207198,"control",3,"1591207036535","happy","Support","Participant118"
1591207198,"experiment",4,"1591207089098","stop","NoPsFirst","Participant118"
1591207198,"experiment",5,"1591207130494","aware","PsFirst","Participant118"
1591207198,"experiment",6,"1591207163477","find out","NoPsSecond","Participant118"
1591207198,"experiment",1,"1591207185021","continue","PsSecond","Participant118"
1591207200,"control",7,"1591207099397","find out","SimplePs","Participant119"
1591207200,"control",7,"1591207125918","again","Support","Participant119"
1591207200,"experiment",3,"1591207137668","happy","NoPsFirst","Participant119"
1591207200,"experiment",6,"1591207145627","aware","PsSecond","Participant119"
1591207200,"experiment",7,"1591207164798","continue","NoPsSecond","Participant119"
1591207200,"experiment",7,"1591207186198","stop","PsFirst","Participant119"
1591207203,"control",7,"1591207025987","find out","SimplePs","Participant120"
1591207203,"control",5,"1591207043695","again","Support","Participant120"
1591207203,"experiment",7,"1591207057893","aware","PsSecond","Participant120"
1591207203,"experiment",3,"1591207152055","stop","PsFirst","Participant120"
1591207203,"experiment",5,"1591207179130","happy","NoPsFirst","Participant120"
1591207203,"experiment",5,"1591207189722","continue","NoPsSecond","Participant120"
1591207208,"control",7,"1591207077353","aware","SimplePs","Participant121"
1591207208,"control",1,"1591207095057","continue","Support","Participant121"
1591207208,"experiment",3,"1591207118705","find out","PsSecond","Participant121"
1591207208,"experiment",7,"1591207158872","stop","NoPsSecond","Participant121"
1591207208,"experiment",6,"1591207175170","again","NoPsFirst","Participant121"
1591207208,"experiment",7,"1591207195904","happy","PsFirst","Participant121"
1591207209,"control",6,"1591206965210","again","Support","Participant122"
1591207209,"control",3,"1591207000917","find out","SimplePs","Participant122"
1591207209,"experiment",7,"1591207053901","continue","NoPsSecond","Participant122"
1591207209,"experiment",2,"1591207102800","aware","PsSecond","Participant122"
1591207209,"experiment",4,"1591207144632","stop","PsFirst","Participant122"
1591207209,"experiment",2,"1591207196192","happy","NoPsFirst","Participant122"
1591207209,"control",2,"1591206996458","again","SimplePs","Participant123"
1591207209,"control",7,"1591207054290","happy","Support","Participant123"
1591207209,"experiment",4,"1591207104826","continue","PsSecond","Participant123"
1591207209,"experiment",7,"1591207133434","aware","PsFirst","Participant123"
1591207209,"experiment",7,"1591207161024","find out","NoPsSecond","Participant123"
1591207209,"experiment",2,"1591207194774","stop","NoPsFirst","Participant123"
1591207226,"control",2,"1591207037963","stop","Support","Participant124"
1591207226,"control",7,"1591207066477","continue","SimplePs","Participant124"
1591207226,"experiment",4,"1591207107821","again","PsSecond","Participant124"
1591207226,"experiment",7,"1591207137959","find out","PsFirst","Participant124"
1591207226,"experiment",7,"1591207177927","happy","NoPsSecond","Participant124"
1591207226,"experiment",7,"1591207211312","aware","NoPsFirst","Participant124"
1591207229,"control",1,"1591207074672","stop","Support","Participant125"
1591207229,"control",1,"1591207100644","continue","SimplePs","Participant125"
1591207229,"experiment",1,"1591207133550","again","PsSecond","Participant125"
1591207229,"experiment",7,"1591207161378","happy","NoPsSecond","Participant125"
1591207229,"experiment",7,"1591207177308","aware","NoPsFirst","Participant125"
1591207229,"experiment",7,"1591207214745","find out","PsFirst","Participant125"
1591207238,"control",7,"1591207094191","stop","Support","Participant126"
1591207238,"control",7,"1591207116212","continue","SimplePs","Participant126"
1591207238,"experiment",7,"1591207152444","aware","NoPsFirst","Participant126"
1591207238,"experiment",7,"1591207175534","happy","NoPsSecond","Participant126"
1591207238,"experiment",7,"1591207203132","again","PsSecond","Participant126"
1591207238,"experiment",7,"1591207225294","find out","PsFirst","Participant126"
1591207136,"control",7,"1591206861220","aware","Support","Participant127"
1591207136,"control",1,"1591206932669","happy","SimplePs","Participant127"
1591207136,"experiment",7,"1591206982618","find out","NoPsFirst","Participant127"
1591207136,"experiment",7,"1591207023667","stop","PsSecond","Participant127"
1591207136,"experiment",2,"1591207077219","continue","PsFirst","Participant127"
1591207136,"experiment",6,"1591207123640","again","NoPsSecond","Participant127"
1591207140,"control",4,"1591206979496","find out","SimplePs","Participant128"
1591207140,"control",2,"1591207013002","again","Support","Participant128"
1591207140,"experiment",6,"1591207033005","continue","NoPsSecond","Participant128"
1591207140,"experiment",6,"1591207066279","happy","NoPsFirst","Participant128"
1591207140,"experiment",6,"1591207090517","stop","PsFirst","Participant128"
1591207140,"experiment",5,"1591207126766","aware","PsSecond","Participant128"
1591207145,"control",3,"1591207025128","happy","Support","Participant129"
1591207145,"control",2,"1591207055009","again","SimplePs","Participant129"
1591207145,"experiment",5,"1591207078521","continue","PsSecond","Participant129"
1591207145,"experiment",6,"1591207094969","find out","NoPsSecond","Participant129"
1591207145,"experiment",6,"1591207111202","aware","PsFirst","Participant129"
1591207145,"experiment",3,"1591207130788","stop","NoPsFirst","Participant129"
1591207148,"control",2,"1591206992533","continue","SimplePs","Participant130"
1591207148,"control",6,"1591207016966","stop","Support","Participant130"
1591207148,"experiment",7,"1591207039071","aware","NoPsFirst","Participant130"
1591207148,"experiment",1,"1591207069590","again","PsSecond","Participant130"
1591207148,"experiment",2,"1591207098710","find out","PsFirst","Participant130"
1591207148,"experiment",3,"1591207134151","happy","NoPsSecond","Participant130"
1591207151,"control",7,"1591206918652","aware","SimplePs","Participant131"
1591207151,"control",3,"1591206949907","continue","Support","Participant131"
1591207151,"experiment",6,"1591207058977","find out","PsSecond","Participant131"
1591207151,"experiment",6,"1591207087089","happy","PsFirst","Participant131"
1591207151,"experiment",7,"1591207114706","again","NoPsFirst","Participant131"
1591207151,"experiment",5,"1591207139436","stop","NoPsSecond","Participant131"
1591207154,"control",3,"1591207005154","again","SimplePs","Participant132"
1591207154,"control",3,"1591207036372","happy","Support","Participant132"
1591207154,"experiment",1,"1591207067310","stop","NoPsFirst","Participant132"
1591207154,"experiment",2,"1591207096394","find out","NoPsSecond","Participant132"
1591207154,"experiment",3,"1591207112995","aware","PsFirst","Participant132"
1591207154,"experiment",2,"1591207143139","continue","PsSecond","Participant132"
1591207155,"control",7,"1591206941343","find out","SimplePs","Participant133"
1591207155,"control",6,"1591206977633","again","Support","Participant133"
1591207155,"experiment",7,"1591207002795","continue","NoPsSecond","Participant133"
1591207155,"experiment",5,"1591207033379","aware","PsSecond","Participant133"
1591207155,"experiment",5,"1591207102990","happy","NoPsFirst","Participant133"
1591207155,"experiment",3,"1591207141959","stop","PsFirst","Participant133"
1591207156,"control",7,"1591206811563","stop","SimplePs","Participant134"
1591207156,"control",7,"1591206826395","find out","Support","Participant134"
1591207156,"experiment",7,"1591206875190","happy","PsSecond","Participant134"
1591207156,"experiment",7,"1591207012570","continue","NoPsFirst","Participant134"
1591207156,"experiment",7,"1591207112880","aware","NoPsSecond","Participant134"
1591207156,"experiment",1,"1591207143691","again","PsFirst","Participant134"
1591207176,"control",7,"1591207052125","continue","Support","Participant135"
1591207176,"control",7,"1591207072487","aware","SimplePs","Participant135"
1591207176,"experiment",7,"1591207094609","find out","PsSecond","Participant135"
1591207176,"experiment",7,"1591207133557","again","NoPsFirst","Participant135"
1591207176,"experiment",5,"1591207154961","stop","NoPsSecond","Participant135"
1591207176,"experiment",6,"1591207176582","happy","PsFirst","Participant135"
1591207176,"control",5,"1591207026977","find out","SimplePs","Participant136"
1591207176,"control",5,"1591207053369","again","Support","Participant136"
1591207176,"experiment",6,"1591207078209","happy","NoPsFirst","Participant136"
1591207176,"experiment",7,"1591207099386","continue","NoPsSecond","Participant136"
1591207176,"experiment",2,"1591207137800","stop","PsFirst","Participant136"
1591207176,"experiment",4,"1591207162010","aware","PsSecond","Participant136"
1591207177,"control",6,"1591206884647","find out","SimplePs","Participant137"
1591207177,"control",5,"1591206955704","again","Support","Participant137"
1591207177,"experiment",6,"1591207022552","aware","PsSecond","Participant137"
1591207177,"experiment",2,"1591207045487","stop","PsFirst","Participant137"
1591207177,"experiment",3,"1591207144096","happy","NoPsFirst","Participant137"
1591207177,"experiment",2,"1591207163122","continue","NoPsSecond","Participant137"
1591207160,"control",6,"1591207008007","find out","Support","Participant138"
1591207160,"control",4,"1591207035430","stop","SimplePs","Participant138"
1591207160,"experiment",6,"1591207069695","again","PsFirst","Participant138"
1591207160,"experiment",6,"1591207101197","aware","NoPsSecond","Participant138"
1591207160,"experiment",6,"1591207114201","continue","NoPsFirst","Participant138"
1591207160,"experiment",5,"1591207146479","happy","PsSecond","Participant138"
1591207281,"control",2,"1591207103652","find out","SimplePs","Participant139"
1591207281,"control",6,"1591207149385","again","Support","Participant139"
1591207281,"experiment",2,"1591207188852","stop","PsFirst","Participant139"
1591207281,"experiment",6,"1591207215289","continue","NoPsSecond","Participant139"
1591207281,"experiment",6,"1591207239435","aware","PsSecond","Participant139"
1591207281,"experiment",6,"1591207274056","happy","NoPsFirst","Participant139"
1591207291,"control",7,"1591207165171","again","Support","Participant140"
1591207291,"control",7,"1591207180095","find out","SimplePs","Participant140"
1591207291,"experiment",7,"1591207198484","continue","NoPsSecond","Participant140"
1591207291,"experiment",1,"1591207230763","happy","NoPsFirst","Participant140"
1591207291,"experiment",1,"1591207258909","stop","PsFirst","Participant140"
1591207291,"experiment",1,"1591207278500","aware","PsSecond","Participant140"
1591207307,"control",4,"1591207157509","continue","Support","Participant141"
1591207307,"control",2,"1591207180000","aware","SimplePs","Participant141"
1591207307,"experiment",6,"1591207204234","again","NoPsFirst","Participant141"
1591207307,"experiment",6,"1591207228254","find out","PsSecond","Participant141"
1591207307,"experiment",4,"1591207254007","stop","NoPsSecond","Participant141"
1591207307,"experiment",6,"1591207293868","happy","PsFirst","Participant141"
1591207308,"control",5,"1591207059890","again","Support","Participant142"
1591207308,"control",2,"1591207116393","find out","SimplePs","Participant142"
1591207308,"experiment",1,"1591207153327","aware","PsSecond","Participant142"
1591207308,"experiment",1,"1591207200644","stop","PsFirst","Participant142"
1591207308,"experiment",5,"1591207243659","continue","NoPsSecond","Participant142"
1591207308,"experiment",2,"1591207292693","happy","NoPsFirst","Participant142"
1591207309,"control",7,"1591207133301","continue","SimplePs","Participant143"
1591207309,"control",6,"1591207163738","stop","Support","Participant143"
1591207309,"experiment",1,"1591207201565","again","PsSecond","Participant143"
1591207309,"experiment",1,"1591207233302","find out","PsFirst","Participant143"
1591207309,"experiment",6,"1591207255419","aware","NoPsFirst","Participant143"
1591207309,"experiment",2,"1591207292295","happy","NoPsSecond","Participant143"
1591207310,"control",6,"1591207101996","continue","Support","Participant144"
1591207310,"control",7,"1591207138031","aware","SimplePs","Participant144"
1591207310,"experiment",7,"1591207161790","find out","PsSecond","Participant144"
1591207310,"experiment",7,"1591207216138","happy","PsFirst","Participant144"
1591207310,"experiment",7,"1591207254426","again","NoPsFirst","Participant144"
1591207310,"experiment",2,"1591207295024","stop","NoPsSecond","Participant144"
1591207164,"control",2,"1591207049373","happy","SimplePs","Participant145"
1591207164,"control",6,"1591207068350","aware","Support","Participant145"
1591207164,"experiment",5,"1591207089791","again","NoPsSecond","Participant145"
1591207164,"experiment",2,"1591207109326","find out","NoPsFirst","Participant145"
1591207164,"experiment",3,"1591207129224","stop","PsSecond","Participant145"
1591207164,"experiment",5,"1591207151681","continue","PsFirst","Participant145"
1591207165,"control",7,"1591206891907","continue","Support","Participant146"
1591207165,"control",6,"1591206937939","aware","SimplePs","Participant146"
1591207165,"experiment",5,"1591206991302","stop","NoPsSecond","Participant146"
1591207165,"experiment",6,"1591207024354","find out","PsSecond","Participant146"
1591207165,"experiment",1,"1591207104275","again","NoPsFirst","Participant146"
1591207165,"experiment",6,"1591207156798","happy","PsFirst","Participant146"
1591207183,"control",6,"1591206918543","stop","SimplePs","Participant147"
1591207183,"control",1,"1591206939023","find out","Support","Participant147"
1591207183,"experiment",1,"1591206963088","again","PsFirst","Participant147"
1591207183,"experiment",3,"1591206986779","continue","NoPsFirst","Participant147"
1591207183,"experiment",3,"1591206999692","aware","NoPsSecond","Participant147"
1591207183,"experiment",7,"1591207023524","happy","PsSecond","Participant147"
1591207204,"control",5,"1591207083618","continue","Support","Participant148"
1591207204,"control",7,"1591207102971","aware","SimplePs","Participant148"
1591207204,"experiment",7,"1591207127930","happy","PsFirst","Participant148"
1591207204,"experiment",2,"1591207145791","find out","PsSecond","Participant148"
1591207204,"experiment",1,"1591207171056","stop","NoPsSecond","Participant148"
1591207204,"experiment",1,"1591207191041","again","NoPsFirst","Participant148"
1591207215,"control",5,"1591207047893","stop","Support","Participant149"
1591207215,"control",2,"1591207065406","continue","SimplePs","Participant149"
1591207215,"experiment",2,"1591207086805","again","PsSecond","Participant149"
1591207215,"experiment",3,"1591207155190","happy","NoPsSecond","Participant149"
1591207215,"experiment",5,"1591207173101","find out","PsFirst","Participant149"
1591207215,"experiment",4,"1591207199222","aware","NoPsFirst","Participant149"
1591207217,"control",4,"1591207106663","again","Support","Participant150"
1591207217,"control",5,"1591207128063","find out","SimplePs","Participant150"
1591207217,"experiment",2,"1591207144345","stop","PsFirst","Participant150"
1591207217,"experiment",6,"1591207180874","aware","PsSecond","Participant150"
1591207217,"experiment",4,"1591207193029","continue","NoPsSecond","Participant150"
1591207217,"experiment",1,"1591207205272","happy","NoPsFirst","Participant150"
1591207247,"control",5,"1591207088194","aware","Support","Participant151"
1591207247,"control",5,"1591207137059","happy","SimplePs","Participant151"
1591207247,"experiment",7,"1591207155603","find out","NoPsFirst","Participant151"
1591207247,"experiment",6,"1591207176948","again","NoPsSecond","Participant151"
1591207247,"experiment",2,"1591207206311","continue","PsFirst","Participant151"
1591207247,"experiment",3,"1591207232296","stop","PsSecond","Participant151"
1591207253,"control",2,"1591207016695","continue","SimplePs","Participant152"
1591207253,"control",3,"1591207064624","stop","Support","Participant152"
1591207253,"experiment",7,"1591207130419","aware","NoPsFirst","Participant152"
1591207253,"experiment",5,"1591207176457","again","PsSecond","Participant152"
1591207253,"experiment",7,"1591207206856","find out","PsFirst","Participant152"
1591207253,"experiment",7,"1591207236977","happy","NoPsSecond","Participant152"
1591207255,"control",2,"1591206997134","stop","Support","Participant153"
1591207255,"control",1,"1591207058926","continue","SimplePs","Participant153"
1591207255,"experiment",5,"1591207104443","aware","NoPsFirst","Participant153"
1591207255,"experiment",4,"1591207158659","again","PsSecond","Participant153"
1591207255,"experiment",6,"1591207186552","find out","PsFirst","Participant153"
1591207255,"experiment",5,"1591207240194","happy","NoPsSecond","Participant153"
1591207259,"control",3,"1591207149726","find out","Support","Participant154"
1591207259,"control",5,"1591207170661","stop","SimplePs","Participant154"
1591207259,"experiment",5,"1591207194222","happy","PsSecond","Participant154"
1591207259,"experiment",6,"1591207212814","again","PsFirst","Participant154"
1591207259,"experiment",7,"1591207229911","aware","NoPsSecond","Participant154"
1591207259,"experiment",3,"1591207245241","continue","NoPsFirst","Participant154"
1591207297,"control",1,"1591207134012","again","SimplePs","Participant155"
1591207297,"control",1,"1591207157908","happy","Support","Participant155"
1591207297,"experiment",7,"1591207185388","find out","NoPsSecond","Participant155"
1591207297,"experiment",6,"1591207220448","stop","NoPsFirst","Participant155"
1591207297,"experiment",6,"1591207251488","continue","PsSecond","Participant155"
1591207297,"experiment",6,"1591207283924","aware","PsFirst","Participant155"
1591207298,"control",3,"1591207149374","aware","Support","Participant156"
1591207298,"control",7,"1591207177792","happy","SimplePs","Participant156"
1591207298,"experiment",6,"1591207201811","again","NoPsSecond","Participant156"
1591207298,"experiment",5,"1591207252809","stop","PsSecond","Participant156"
1591207298,"experiment",5,"1591207267818","find out","NoPsFirst","Participant156"
1591207298,"experiment",1,"1591207283569","continue","PsFirst","Participant156"
1591207189,"control",5,"1591207076087","happy","Support","Participant157"
1591207189,"control",4,"1591207106831","again","SimplePs","Participant157"
1591207189,"experiment",6,"1591207122768","aware","PsFirst","Participant157"
1591207189,"experiment",7,"1591207139952","stop","NoPsFirst","Participant157"
1591207189,"experiment",6,"1591207156096","continue","PsSecond","Participant157"
1591207189,"experiment",4,"1591207175064","find out","NoPsSecond","Participant157"
1591207191,"control",7,"1591207065202","find out","SimplePs","Participant158"
1591207191,"control",3,"1591207089779","again","Support","Participant158"
1591207191,"experiment",1,"1591207111293","stop","PsFirst","Participant158"
1591207191,"experiment",4,"1591207131741","continue","NoPsSecond","Participant158"
1591207191,"experiment",3,"1591207158067","aware","PsSecond","Participant158"
1591207191,"experiment",1,"1591207178830","happy","NoPsFirst","Participant158"
1591207192,"control",4,"1591207071631","again","Support","Participant159"
1591207192,"control",7,"1591207092149","find out","SimplePs","Participant159"
1591207192,"experiment",5,"1591207114670","stop","PsFirst","Participant159"
1591207192,"experiment",7,"1591207139916","happy","NoPsFirst","Participant159"
1591207192,"experiment",2,"1591207160495","continue","NoPsSecond","Participant159"
1591207192,"experiment",4,"1591207178976","aware","PsSecond","Participant159"
1591207195,"control",2,"1591207089613","continue","Support","Participant160"
1591207195,"control",6,"1591207105449","aware","SimplePs","Participant160"
1591207195,"experiment",6,"1591207124458","again","NoPsFirst","Participant160"
1591207195,"experiment",6,"1591207140835","find out","PsSecond","Participant160"
1591207195,"experiment",4,"1591207159656","stop","NoPsSecond","Participant160"
1591207195,"experiment",5,"1591207180301","happy","PsFirst","Participant160"
1591207311,"control",7,"1591207023361","continue","Support","Participant161"
1591207311,"control",2,"1591207129025","aware","SimplePs","Participant161"
1591207311,"experiment",1,"1591207233883","stop","NoPsSecond","Participant161"
1591207311,"experiment",7,"1591207253910","happy","PsFirst","Participant161"
1591207311,"experiment",2,"1591207278416","find out","PsSecond","Participant161"
1591207311,"experiment",1,"1591207297713","again","NoPsFirst","Participant161"
1591207317,"control",2,"1591207183573","continue","SimplePs","Participant162"
1591207317,"control",6,"1591207201035","stop","Support","Participant162"
1591207317,"experiment",7,"1591207236697","happy","NoPsSecond","Participant162"
1591207317,"experiment",5,"1591207259644","aware","NoPsFirst","Participant162"
1591207317,"experiment",6,"1591207280739","find out","PsFirst","Participant162"
1591207317,"experiment",5,"1591207303502","again","PsSecond","Participant162"
1591207322,"control",1,"1591207061414","happy","SimplePs","Participant163"
1591207322,"control",7,"1591207105729","aware","Support","Participant163"
1591207322,"experiment",1,"1591207155793","find out","NoPsFirst","Participant163"
1591207322,"experiment",7,"1591207199697","again","NoPsSecond","Participant163"
1591207322,"experiment",1,"1591207273810","stop","PsSecond","Participant163"
1591207322,"experiment",1,"1591207306430","continue","PsFirst","Participant163"
1591207323,"control",2,"1591207180026","stop","SimplePs","Participant164"
1591207323,"control",7,"1591207200199","find out","Support","Participant164"
1591207323,"experiment",2,"1591207237170","continue","NoPsFirst","Participant164"
1591207323,"experiment",2,"1591207261772","again","PsFirst","Participant164"
1591207323,"experiment",3,"1591207290650","happy","PsSecond","Participant164"
1591207323,"experiment",2,"1591207309572","aware","NoPsSecond","Participant164"
1591207324,"control",6,"1591207105093","again","Support","Participant165"
1591207324,"control",7,"1591207148984","find out","SimplePs","Participant165"
1591207324,"experiment",7,"1591207204573","aware","PsSecond","Participant165"
1591207324,"experiment",7,"1591207264349","happy","NoPsFirst","Participant165"
1591207324,"experiment",7,"1591207286760","continue","NoPsSecond","Participant165"
1591207324,"experiment",1,"1591207310996","stop","PsFirst","Participant165"
1591207327,"control",6,"1591207127489","find out","SimplePs","Participant166"
1591207327,"control",4,"1591207162500","again","Support","Participant166"
1591207327,"experiment",1,"1591207195087","continue","NoPsSecond","Participant166"
1591207327,"experiment",5,"1591207232015","aware","PsSecond","Participant166"
1591207327,"experiment",5,"1591207276067","stop","PsFirst","Participant166"
1591207327,"experiment",6,"1591207320232","happy","NoPsFirst","Participant166"
1591207328,"control",5,"1591207268384","again","Support","Participant167"
1591207328,"control",6,"1591207280669","find out","SimplePs","Participant167"
1591207328,"experiment",6,"1591207290154","stop","PsFirst","Participant167"
1591207328,"experiment",5,"1591207299547","happy","NoPsFirst","Participant167"
1591207328,"experiment",6,"1591207308129","aware","PsSecond","Participant167"
1591207328,"experiment",6,"1591207313264","continue","NoPsSecond","Participant167"
1591207349,"control",1,"1591200045022","stop","SimplePs","Participant168"
1591207349,"control",2,"1591200062732","find out","Support","Participant168"
1591207349,"experiment",5,"1591200081570","aware","NoPsSecond","Participant168"
1591207349,"experiment",5,"1591200098502","again","PsFirst","Participant168"
1591207349,"experiment",6,"1591200114744","continue","NoPsFirst","Participant168"
1591207349,"experiment",6,"1591200136572","happy","PsSecond","Participant168"
1591207370,"control",1,"1591207220015","continue","SimplePs","Participant169"
1591207370,"control",4,"1591207244368","stop","Support","Participant169"
1591207370,"experiment",1,"1591207271552","again","PsSecond","Participant169"
1591207370,"experiment",7,"1591207296313","aware","NoPsFirst","Participant169"
1591207370,"experiment",7,"1591207318924","find out","PsFirst","Participant169"
1591207370,"experiment",7,"1591207350459","happy","NoPsSecond","Participant169"
1591207379,"control",3,"1591207238608","happy","SimplePs","Participant170"
1591207379,"control",6,"1591207262082","aware","Support","Participant170"
1591207379,"experiment",1,"1591207285645","stop","PsSecond","Participant170"
1591207379,"experiment",1,"1591207318756","continue","PsFirst","Participant170"
1591207379,"experiment",2,"1591207350861","again","NoPsSecond","Participant170"
1591207379,"experiment",7,"1591207365653","find out","NoPsFirst","Participant170"
1591207384,"control",1,"1591207183278","again","SimplePs","Participant171"
1591207384,"control",1,"1591207226839","happy","Support","Participant171"
1591207384,"experiment",1,"1591207270382","find out","NoPsSecond","Participant171"
1591207384,"experiment",1,"1591207295497","continue","PsSecond","Participant171"
1591207384,"experiment",1,"1591207334409","stop","NoPsFirst","Participant171"
1591207384,"experiment",1,"1591207372658","aware","PsFirst","Participant171"
1591207389,"control",1,"1591207230107","happy","SimplePs","Participant172"
1591207389,"control",7,"1591207249296","aware","Support","Participant172"
1591207389,"experiment",7,"1591207277013","stop","PsSecond","Participant172"
1591207389,"experiment",7,"1591207299894","find out","NoPsFirst","Participant172"
1591207389,"experiment",1,"1591207347843","again","NoPsSecond","Participant172"
1591207389,"experiment",3,"1591207371184","continue","PsFirst","Participant172"
1591207392,"control",6,"1591207182973","continue","SimplePs","Participant173"
1591207392,"control",6,"1591207229761","stop","Support","Participant173"
1591207392,"experiment",2,"1591207267294","aware","NoPsFirst","Participant173"
1591207392,"experiment",2,"1591207302887","again","PsSecond","Participant173"
1591207392,"experiment",6,"1591207347861","find out","PsFirst","Participant173"
1591207392,"experiment",1,"1591207378244","happy","NoPsSecond","Participant173"
1591207402,"control",7,"1591207282901","continue","Support","Participant174"
1591207402,"control",1,"1591207297192","aware","SimplePs","Participant174"
1591207402,"experiment",3,"1591207340768","again","NoPsFirst","Participant174"
1591207402,"experiment",7,"1591207357070","find out","PsSecond","Participant174"
1591207402,"experiment",4,"1591207376387","stop","NoPsSecond","Participant174"
1591207402,"experiment",7,"1591207396035","happy","PsFirst","Participant174"
1591207404,"control",6,"1591207193551","happy","SimplePs","Participant175"
1591207404,"control",3,"1591207226538","aware","Support","Participant175"
1591207404,"experiment",6,"1591207261419","again","NoPsSecond","Participant175"
1591207404,"experiment",4,"1591207291023","find out","NoPsFirst","Participant175"
1591207404,"experiment",6,"1591207352468","stop","PsSecond","Participant175"
1591207404,"experiment",3,"1591207390919","continue","PsFirst","Participant175"
1591207406,"control",7,"1591207090945","find out","SimplePs","Participant176"
1591207406,"control",6,"1591207151490","again","Support","Participant176"
1591207406,"experiment",3,"1591207194643","continue","NoPsSecond","Participant176"
1591207406,"experiment",4,"1591207259275","happy","NoPsFirst","Participant176"
1591207406,"experiment",2,"1591207308918","aware","PsSecond","Participant176"
1591207406,"experiment",6,"1591207384236","stop","PsFirst","Participant176"
1591207407,"control",2,"1591207136145","continue","SimplePs","Participant177"
1591207407,"control",6,"1591207164337","stop","Support","Participant177"
1591207407,"experiment",2,"1591207239152","again","PsSecond","Participant177"
1591207407,"experiment",5,"1591207328783","happy","NoPsSecond","Participant177"
1591207407,"experiment",5,"1591207369599","find out","PsFirst","Participant177"
1591207407,"experiment",5,"1591207397879","aware","NoPsFirst","Participant177"
1591207427,"control",5,"1591207192470","stop","Support","Participant178"
1591207427,"control",1,"1591207226397","continue","SimplePs","Participant178"
1591207427,"experiment",3,"1591207269087","aware","NoPsFirst","Participant178"
1591207427,"experiment",5,"1591207315519","again","PsSecond","Participant178"
1591207427,"experiment",2,"1591207365368","find out","PsFirst","Participant178"
1591207427,"experiment",1,"1591207426287","happy","NoPsSecond","Participant178"
1591207430,"control",7,"1591207048274","happy","SimplePs","Participant179"
1591207430,"control",6,"1591207068852","aware","Support","Participant179"
1591207430,"experiment",7,"1591207104614","again","NoPsSecond","Participant179"
1591207430,"experiment",5,"1591207265118","stop","PsSecond","Participant179"
1591207430,"experiment",7,"1591207366136","find out","NoPsFirst","Participant179"
1591207430,"experiment",3,"1591207418535","continue","PsFirst","Participant179"
1591207431,"control",1,"1591207282576","find out","SimplePs","Participant180"
1591207431,"control",1,"1591207309216","again","Support","Participant180"
1591207431,"experiment",7,"1591207337105","aware","PsSecond","Participant180"
1591207431,"experiment",1,"1591207368968","happy","NoPsFirst","Participant180"
1591207431,"experiment",7,"1591207389256","continue","NoPsSecond","Participant180"
